"Year Month","State","Countym","Industry","Suspicious Activity","Regulator","Product","Instrument","Count"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Money Orders","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Money Orders","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","[Total]","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Money Orders","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious use of multiple transaction locations","SEC","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious use of multiple transaction locations","SEC","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious use of multiple transaction locations","SEC","Credit Card","[Total]","2"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious use of multiple transaction locations","[Total]","Credit Card","[Total]","2"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Money Orders","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Money Orders","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction Out of Pattern for Customer(s)","[Total]","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Money Orders","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","[Total]","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Money Orders","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","4"
"2020 February","Arizona","Maricopa County, AZ","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","44"
"2020 February","Arizona","Maricopa County, AZ","[Total]","[Total]","[Total]","Credit Card","[Total]","44"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Account Takeover","SEC","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Account Takeover","SEC","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Account Takeover","SEC","Credit Card","[Total]","2"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","2"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Elder Financial Exploitation","SEC","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Elder Financial Exploitation","SEC","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Elder Financial Exploitation","SEC","Credit Card","[Total]","2"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","2"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Other Fraud (Type)","SEC","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Other Fraud (Type)","SEC","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Other Fraud (Type)","SEC","Credit Card","[Total]","2"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Other Fraud (Type)","[Total]","Credit Card","[Total]","2"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Suspicious use of multiple transaction locations","SEC","Credit Card","Funds Transfer","1"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Suspicious use of multiple transaction locations","SEC","Credit Card","U.S. Currency","1"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Suspicious use of multiple transaction locations","SEC","Credit Card","[Total]","2"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","Suspicious use of multiple transaction locations","[Total]","Credit Card","[Total]","2"
"2020 February","Arizona","Yavapai County, AZ","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","8"
"2020 February","Arizona","Yavapai County, AZ","[Total]","[Total]","[Total]","Credit Card","[Total]","8"
"2020 February","Arizona","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","52"
"2020 February","California","Fresno County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Money Orders","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","[Total]","4"
"2020 February","California","Fresno County, CA","Securities/Futures","Ponzi Scheme","[Total]","Credit Card","[Total]","4"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Money Orders","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","[Total]","4"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","4"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Money Orders","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","[Total]","4"
"2020 February","California","Fresno County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","4"
